# Per-city monthly history, built by scripts/import-rdc-history.mjs from
# Realtor.com's ZIP history file. One row per city per month.
# Aggregated identically to the current month (scripts/rdc-shared.mjs).
# zipCount is how many ZIPs reported that month; a change in it can move the
# median for reasons that have nothing to do with the market.
# Columns: slug,month,medianPrice,pricePerSqft,daysOnMarket,activeListings,zipCount
slug,month,medianPrice,pricePerSqft,daysOnMarket,activeListings,zipCount
muskego,202508,624900,236,24,34,1
muskego,202509,649900,248,27,33,1
muskego,202510,534300,250,31,29,1
muskego,202511,454900,237,29,24,1
muskego,202512,450475,244,45,20,1
muskego,202601,562450,235,58,17,1
muskego,202602,562450,235,26,22,1
muskego,202603,499900,240,24,27,1
muskego,202604,525500,232,28,27,1
muskego,202605,535900,254,25,42,1
muskego,202606,651250,255,29,44,1
delafield,201607,524900,164,66,72,1
delafield,201608,506200,167,78,77,1
delafield,201609,499000,161,86,66,1
delafield,201610,468500,157,88,60,1
delafield,201611,449900,151,92,56,1
delafield,201612,468500,151,104,46,1
delafield,201701,458500,150,124,38,1
delafield,201702,469900,153,125,37,1
delafield,201703,500000,157,55,45,1
delafield,201704,489900,160,40,51,1
delafield,201705,530925,157,47,53,1
delafield,201706,514400,155,44,55,1
delafield,201707,539900,157,49,50,1
delafield,201708,482400,155,62,44,1
delafield,201709,522450,159,55,42,1
delafield,201710,523725,155,56,37,1
delafield,201711,537450,160,79,33,1
delafield,201712,652450,162,87,25,1
delafield,201801,685975,150,96,23,1
delafield,201802,653675,150,70,32,1
delafield,201803,549900,148,40,34,1
delafield,201804,506825,150,41,41,1
delafield,201805,489800,153,41,45,1
delafield,201806,539900,153,41,48,1
delafield,201807,517400,153,48,43,1
delafield,201808,544900,155,59,44,1
delafield,201809,529900,156,54,51,1
delafield,201810,499900,156,54,50,1
delafield,201811,462400,154,52,49,1
delafield,201812,449900,150,70,41,1
delafield,201901,484925,150,98,36,1
delafield,201902,452475,150,119,31,1
delafield,201903,479243,156,84,27,1
delafield,201904,563450,160,44,28,1
delafield,201905,513200,162,39,31,1
delafield,201906,489900,164,36,37,1
delafield,201907,507200,166,40,38,1
delafield,201908,509132,160,49,40,1
delafield,201909,489905,157,55,41,1
delafield,201910,474950,156,58,42,1
delafield,201911,475000,164,60,37,1
delafield,201912,499900,161,61,37,1
delafield,202001,550000,160,69,32,1
delafield,202002,559950,172,85,33,1
delafield,202003,561225,174,62,33,1
delafield,202004,554900,184,53,30,1
delafield,202005,567500,180,65,26,1
delafield,202006,578225,175,52,30,1
delafield,202007,569950,186,62,30,1
delafield,202008,585000,200,37,28,1
delafield,202009,621225,213,32,29,1
delafield,202010,687350,211,49,22,1
delafield,202011,622250,216,77,23,1
delafield,202012,549500,202,79,23,1
delafield,202101,562500,216,47,17,1
delafield,202102,625000,222,47,15,1
delafield,202103,616000,203,71,16,1
delafield,202104,587450,219,44,19,1
delafield,202105,652000,217,36,26,1
delafield,202106,661225,214,37,27,1
delafield,202107,594900,197,42,29,1
delafield,202108,591175,198,40,27,1
delafield,202109,549900,207,29,24,1
delafield,202110,549900,201,43,22,1
delafield,202111,526175,191,60,19,1
delafield,202112,610000,231,91,14,1
delafield,202201,695000,231,64,8,1
delafield,202202,720000,293,54,8,1
delafield,202203,796250,316,25,7,1
delafield,202204,569900,200,19,13,1
delafield,202205,486175,203,26,19,1
delafield,202206,596000,216,30,18,1
delafield,202207,607000,194,36,18,1
delafield,202208,615975,214,41,18,1
delafield,202209,632000,193,38,14,1
delafield,202210,612450,197,35,13,1
delafield,202211,654900,201,40,14,1
delafield,202212,724450,204,53,10,1
delafield,202301,674900,193,52,5,1
delafield,202302,639000,189,22,5,1
delafield,202303,669450,187,36,5,1
delafield,202304,664000,214,17,8,1
delafield,202305,847200,268,16,15,1
delafield,202306,654675,253,26,18,1
delafield,202307,629900,229,38,12,1
delafield,202308,779900,271,27,15,1
delafield,202309,732450,250,30,19,1
delafield,202310,707200,235,45,15,1
delafield,202311,703250,248,50,16,1
delafield,202312,679700,242,89,12,1
delafield,202401,679950,219,79,10,1
delafield,202402,687225,204,32,12,1
delafield,202403,749000,215,31,14,1
delafield,202404,768000,245,48,15,1
delafield,202405,744900,247,26,21,1
delafield,202406,769450,248,36,23,1
delafield,202407,780925,259,33,25,1
delafield,202408,699900,242,31,26,1
delafield,202409,693425,240,45,24,1
delafield,202410,692500,253,46,21,1
delafield,202411,833700,263,47,20,1
delafield,202412,1102978,302,70,14,1
delafield,202501,1214755,324,82,14,1
delafield,202502,1106503,309,94,15,1
delafield,202503,1180670,333,51,13,1
delafield,202504,819418,288,39,16,1
delafield,202505,799450,279,29,19,1
delafield,202506,939750,340,32,20,1
delafield,202507,1129718,353,46,17,1
delafield,202508,999000,319,51,19,1
delafield,202509,823675,267,29,23,1
delafield,202510,768500,257,35,23,1
delafield,202511,597450,238,40,18,1
delafield,202512,743750,260,67,15,1
delafield,202601,777450,268,47,15,1
delafield,202602,792450,367,65,14,1
delafield,202603,1490000,477,78,14,1
delafield,202604,1034950,383,66,15,1
delafield,202605,949999,310,31,20,1
delafield,202606,1555000,488,16,41,1
hartland,201607,499000,157,59,156,1
hartland,201608,511675,160,60,156,1
hartland,201609,527400,161,58,148,1
hartland,201610,524999,160,72,144,1
hartland,201611,545700,159,76,126,1
hartland,201612,554500,159,88,106,1
hartland,201701,565000,162,104,99,1
hartland,201702,557200,158,110,109,1
hartland,201703,548350,157,67,113,1
hartland,201704,545000,159,47,133,1
hartland,201705,549900,161,44,143,1
hartland,201706,528700,160,43,153,1
hartland,201707,542950,159,55,154,1
hartland,201708,547950,160,67,146,1
hartland,201709,527450,160,61,148,1
hartland,201710,499350,162,68,134,1
hartland,201711,499999,163,78,109,1
hartland,201712,489900,159,85,88,1
hartland,201801,489900,159,92,74,1
hartland,201802,489900,162,62,81,1
hartland,201803,524450,162,44,89,1
hartland,201804,556200,158,47,97,1
hartland,201805,544900,159,46,111,1
hartland,201806,549900,167,40,132,1
hartland,201807,547450,164,51,129,1
hartland,201808,537350,161,63,123,1
hartland,201809,549950,165,57,122,1
hartland,201810,567175,172,58,120,1
hartland,201811,579900,177,63,109,1
hartland,201812,549900,178,74,92,1
hartland,201901,621900,173,87,78,1
hartland,201902,607400,168,86,77,1
hartland,201903,591229,171,65,85,1
hartland,201904,629729,182,47,93,1
hartland,201905,616950,177,42,110,1
hartland,201906,550000,170,38,126,1
hartland,201907,542425,171,43,121,1
hartland,201908,539418,165,54,118,1
hartland,201909,539745,167,61,117,1
hartland,201910,539999,167,66,116,1
hartland,201911,554900,164,80,96,1
hartland,201912,575000,167,77,76,1
hartland,202001,573725,167,91,65,1
hartland,202002,642400,168,60,78,1
hartland,202003,633425,181,50,80,1
hartland,202004,649225,179,51,78,1
hartland,202005,587000,176,43,87,1
hartland,202006,575913,177,40,106,1
hartland,202007,581825,176,38,106,1
hartland,202008,599450,176,45,100,1
hartland,202009,587450,183,43,91,1
hartland,202010,564900,184,40,82,1
hartland,202011,559900,184,47,67,1
hartland,202012,549900,180,59,45,1
hartland,202101,599900,178,64,37,1
hartland,202102,599900,176,31,41,1
hartland,202103,599900,190,32,48,1
hartland,202104,590000,202,34,57,1
hartland,202105,569900,202,29,67,1
hartland,202106,562400,198,30,68,1
hartland,202107,557400,196,32,70,1
hartland,202108,543425,194,39,69,1
hartland,202109,548675,204,38,76,1
hartland,202110,579900,224,50,67,1
hartland,202111,556200,223,51,54,1
hartland,202112,528650,219,62,42,1
hartland,202201,574900,239,55,40,1
hartland,202202,604450,245,47,37,1
hartland,202203,619900,246,38,42,1
hartland,202204,609900,240,32,45,1
hartland,202205,633425,232,26,49,1
hartland,202206,626500,218,28,57,1
hartland,202207,612495,221,36,52,1
hartland,202208,611173,239,34,55,1
hartland,202209,564900,225,37,54,1
hartland,202210,599900,216,38,55,1
hartland,202211,609700,222,44,52,1
hartland,202212,637400,225,63,38,1
hartland,202301,634900,240,68,30,1
hartland,202302,608650,248,30,44,1
hartland,202303,601150,236,43,53,1
hartland,202304,624900,234,39,56,1
hartland,202305,652400,228,40,55,1
hartland,202306,678425,228,28,61,1
hartland,202307,654950,232,39,58,1
hartland,202308,662425,229,31,51,1
hartland,202309,649900,227,34,48,1
hartland,202310,656175,233,37,47,1
hartland,202311,659950,211,42,41,1
hartland,202312,639022,221,45,31,1
hartland,202401,641522,241,30,37,1
hartland,202402,619950,236,42,34,1
hartland,202403,682450,240,24,34,1
hartland,202404,739925,248,36,41,1
hartland,202405,732450,249,38,47,1
hartland,202406,707450,247,44,46,1
hartland,202407,809500,242,31,45,1
hartland,202408,799900,238,35,48,1
hartland,202409,769225,234,33,47,1
hartland,202410,754369,242,35,43,1
hartland,202411,744950,254,45,33,1
hartland,202412,747389,264,60,29,1
hartland,202501,731400,260,64,25,1
hartland,202502,764900,265,61,24,1
hartland,202503,799900,313,46,21,1
hartland,202504,768500,303,16,34,1
hartland,202505,780000,259,23,50,1
hartland,202506,787250,257,30,70,1
hartland,202507,749925,246,38,62,1
hartland,202508,724900,246,39,57,1
hartland,202509,749900,256,39,52,1
hartland,202510,725000,263,33,51,1
hartland,202511,697000,257,50,47,1
hartland,202512,724750,260,60,30,1
hartland,202601,774900,266,53,25,1
hartland,202602,794000,270,43,30,1
hartland,202603,831250,242,28,37,1
hartland,202604,699675,241,35,40,1
hartland,202605,675000,259,31,47,1
hartland,202606,661150,260,30,55,1
elm-grove,201607,459950,161,43,51,1
elm-grove,201608,454975,163,46,56,1
elm-grove,201609,469900,163,58,49,1
elm-grove,201610,469900,157,79,39,1
elm-grove,201611,468650,155,95,33,1
elm-grove,201612,462400,162,71,29,1
elm-grove,201701,488875,159,67,28,1
elm-grove,201702,509750,159,61,27,1
elm-grove,201703,498725,170,37,40,1
elm-grove,201704,495000,169,46,41,1
elm-grove,201705,499450,166,56,47,1
elm-grove,201706,520250,161,43,57,1
elm-grove,201707,499950,166,51,56,1
elm-grove,201708,498500,171,46,56,1
elm-grove,201709,449900,169,49,51,1
elm-grove,201710,458675,162,51,50,1
elm-grove,201711,463675,162,61,44,1
elm-grove,201712,459900,162,81,26,1
elm-grove,201801,613218,164,124,21,1
elm-grove,201802,606423,169,119,22,1
elm-grove,201803,659500,171,35,25,1
elm-grove,201804,611248,178,31,40,1
elm-grove,201805,606220,176,38,46,1
elm-grove,201806,579000,170,40,51,1
elm-grove,201807,541175,169,39,59,1
elm-grove,201808,539900,171,48,53,1
elm-grove,201809,550000,176,54,51,1
elm-grove,201810,554500,178,62,50,1
elm-grove,201811,549900,180,67,43,1
elm-grove,201812,584450,174,81,30,1
elm-grove,201901,574948,164,105,23,1
elm-grove,201902,587496,173,118,23,1
elm-grove,201903,590997,174,66,30,1
elm-grove,201904,587475,176,51,33,1
elm-grove,201905,584950,176,45,35,1
elm-grove,201906,576950,177,36,40,1
elm-grove,201907,576175,180,43,45,1
elm-grove,201908,547427,178,47,48,1
elm-grove,201909,515068,171,51,46,1
elm-grove,201910,498520,163,52,43,1
elm-grove,201911,539000,162,64,29,1
elm-grove,201912,599900,164,74,23,1
elm-grove,202001,605550,178,91,16,1
elm-grove,202002,582450,179,39,20,1
elm-grove,202003,540475,177,40,28,1
elm-grove,202004,566225,182,48,26,1
elm-grove,202005,549900,182,29,38,1
elm-grove,202006,564900,181,38,34,1
elm-grove,202007,557450,181,40,39,1
elm-grove,202008,559900,183,42,35,1
elm-grove,202009,542425,182,55,33,1
elm-grove,202010,532400,181,57,25,1
elm-grove,202011,529450,184,65,22,1
elm-grove,202012,506150,174,38,17,1
elm-grove,202101,499900,174,48,14,1
elm-grove,202102,528725,168,39,14,1
elm-grove,202103,374900,168,47,13,1
elm-grove,202104,476000,171,26,15,1
elm-grove,202105,485000,185,33,18,1
elm-grove,202106,529000,195,23,31,1
elm-grove,202107,572450,193,31,31,1
elm-grove,202108,586000,193,27,27,1
elm-grove,202109,586000,199,35,25,1
elm-grove,202110,575000,192,40,28,1
elm-grove,202111,546825,193,38,23,1
elm-grove,202112,489900,192,47,21,1
elm-grove,202201,542500,201,45,17,1
elm-grove,202202,546788,217,32,18,1
elm-grove,202203,537450,227,40,13,1
elm-grove,202204,575000,228,13,13,1
elm-grove,202205,468225,212,20,19,1
elm-grove,202206,524675,211,26,29,1
elm-grove,202207,649000,210,36,26,1
elm-grove,202208,621175,219,33,32,1
elm-grove,202209,624900,228,49,25,1
elm-grove,202210,619900,210,43,21,1
elm-grove,202211,690000,214,62,13,1
elm-grove,202212,749900,219,56,8,1
elm-grove,202301,706150,236,31,8,1
elm-grove,202302,480175,236,29,10,1
elm-grove,202303,523200,239,25,11,1
elm-grove,202304,684900,229,24,10,1
elm-grove,202305,435000,206,32,12,1
elm-grove,202306,727250,224,21,17,1
elm-grove,202307,749500,223,30,12,1
elm-grove,202308,659725,231,26,15,1
elm-grove,202309,737000,234,41,7,1
elm-grove,202310,864500,252,15,9,1
elm-grove,202311,656200,242,24,13,1
elm-grove,202312,627450,237,52,8,1
elm-grove,202401,459900,240,29,6,1
elm-grove,202402,592500,260,27,8,1
elm-grove,202403,899000,257,25,8,1
elm-grove,202404,831225,257,19,11,1
elm-grove,202405,642000,250,27,19,1
elm-grove,202406,597500,244,31,22,1
elm-grove,202407,597450,254,33,16,1
elm-grove,202408,574900,272,29,13,1
elm-grove,202409,563650,281,35,12,1
elm-grove,202410,503663,267,30,12,1
elm-grove,202411,374900,187,30,11,1
elm-grove,202412,345700,181,47,5,1
elm-grove,202501,345925,196,55,4,1
elm-grove,202502,343425,197,50,4,1
elm-grove,202503,795000,234,14,6,1
elm-grove,202504,765000,278,17,7,1
elm-grove,202505,730000,263,17,13,1
elm-grove,202506,701613,258,22,17,1
elm-grove,202507,598650,260,23,16,1
elm-grove,202508,610000,273,38,12,1
elm-grove,202509,571750,262,12,13,1
elm-grove,202510,548750,243,26,17,1
elm-grove,202511,479000,224,56,11,1
elm-grove,202512,415000,223,46,10,1
elm-grove,202601,439950,222,28,7,1
elm-grove,202602,534950,231,35,11,1
elm-grove,202603,539950,234,27,12,1
elm-grove,202604,880500,303,27,8,1
elm-grove,202605,781950,262,23,22,1
elm-grove,202606,815000,263,32,28,1
mukwonago,201607,319450,149,52,132,1
mukwonago,201608,298500,149,49,144,1
mukwonago,201609,303225,146,53,133,1
mukwonago,201610,299950,146,68,117,1
mukwonago,201611,338700,152,76,93,1
mukwonago,201612,349900,145,84,70,1
mukwonago,201701,349900,144,88,63,1
mukwonago,201702,350000,144,94,65,1
mukwonago,201703,355475,153,30,81,1
mukwonago,201704,337400,150,36,99,1
mukwonago,201705,320000,153,36,112,1
mukwonago,201706,344900,157,48,112,1
mukwonago,201707,362450,156,50,97,1
mukwonago,201708,358450,156,50,96,1
mukwonago,201709,337900,157,51,96,1
mukwonago,201710,341175,154,59,83,1
mukwonago,201711,333675,149,64,66,1
mukwonago,201712,305000,145,67,58,1
mukwonago,201801,346400,149,72,51,1
mukwonago,201802,343900,152,54,60,1
mukwonago,201803,350000,150,38,68,1
mukwonago,201804,358700,156,36,78,1
mukwonago,201805,347450,160,45,83,1
mukwonago,201806,340000,158,37,90,1
mukwonago,201807,348000,158,43,88,1
mukwonago,201808,342750,157,45,79,1
mukwonago,201809,325000,157,51,76,1
mukwonago,201810,320450,156,51,70,1
mukwonago,201811,307475,147,45,59,1
mukwonago,201812,308000,151,57,46,1
mukwonago,201901,328650,151,64,49,1
mukwonago,201902,338650,152,55,56,1
mukwonago,201903,334921,153,43,66,1
mukwonago,201904,369925,154,32,77,1
mukwonago,201905,398650,164,42,89,1
mukwonago,201906,378500,159,44,84,1
mukwonago,201907,377000,161,45,85,1
mukwonago,201908,376845,162,45,85,1
mukwonago,201909,372939,166,47,85,1
mukwonago,201910,364900,169,49,85,1
mukwonago,201911,349900,172,58,62,1
mukwonago,201912,359425,169,70,51,1
mukwonago,202001,378725,167,68,43,1
mukwonago,202002,377450,158,43,43,1
mukwonago,202003,366175,158,35,58,1
mukwonago,202004,374900,183,33,79,1
mukwonago,202005,374900,193,37,83,1
mukwonago,202006,374900,196,56,85,1
mukwonago,202007,374900,199,50,96,1
mukwonago,202008,385000,199,51,79,1
mukwonago,202009,374900,209,59,80,1
mukwonago,202010,374900,200,49,93,1
mukwonago,202011,374900,208,62,80,1
mukwonago,202012,374900,219,91,66,1
mukwonago,202101,379900,226,135,55,1
mukwonago,202102,385900,228,197,48,1
mukwonago,202103,385900,230,156,50,1
mukwonago,202104,385900,226,22,50,1
mukwonago,202105,385900,204,42,57,1
mukwonago,202106,394900,202,16,71,1
mukwonago,202107,409900,208,34,79,1
mukwonago,202108,399900,211,37,79,1
mukwonago,202109,399900,222,45,64,1
mukwonago,202110,414900,217,43,56,1
mukwonago,202111,406725,218,56,54,1
mukwonago,202112,399900,237,85,43,1
mukwonago,202201,419900,249,91,33,1
mukwonago,202202,432450,253,39,38,1
mukwonago,202203,437200,251,60,38,1
mukwonago,202204,461400,237,38,40,1
mukwonago,202205,463175,214,26,39,1
mukwonago,202206,499925,212,23,60,1
mukwonago,202207,500000,210,31,68,1
mukwonago,202208,502475,219,37,68,1
mukwonago,202209,443425,238,38,63,1
mukwonago,202210,479900,237,45,62,1
mukwonago,202211,479900,247,46,57,1
mukwonago,202212,479900,250,64,51,1
mukwonago,202301,513950,268,82,43,1
mukwonago,202302,492450,248,94,52,1
mukwonago,202303,484900,243,35,60,1
mukwonago,202304,489900,262,46,60,1
mukwonago,202305,479900,263,50,65,1
mukwonago,202306,479900,264,52,61,1
mukwonago,202307,479900,253,40,56,1
mukwonago,202308,457450,244,41,55,1
mukwonago,202309,449000,247,50,55,1
mukwonago,202310,443425,240,37,55,1
mukwonago,202311,457400,241,52,52,1
mukwonago,202312,462400,241,69,45,1
mukwonago,202401,479900,243,46,42,1
mukwonago,202402,479900,248,39,40,1
mukwonago,202403,479900,248,61,42,1
mukwonago,202404,486150,246,60,46,1
mukwonago,202405,521495,264,67,45,1
mukwonago,202406,499900,259,43,54,1
mukwonago,202407,493225,235,35,60,1
mukwonago,202408,499900,242,39,65,1
mukwonago,202409,484438,245,31,69,1
mukwonago,202410,479950,246,38,67,1
mukwonago,202411,487900,254,51,63,1
mukwonago,202412,479900,259,68,51,1
mukwonago,202501,478675,258,56,51,1
mukwonago,202502,488900,253,40,50,1
mukwonago,202503,489900,253,46,44,1
mukwonago,202504,489900,250,44,40,1
mukwonago,202505,489900,256,23,47,1
mukwonago,202506,519900,250,41,49,1
mukwonago,202507,562450,253,35,44,1
mukwonago,202508,549900,271,28,47,1
mukwonago,202509,513650,270,35,49,1
mukwonago,202510,504450,264,37,55,1
mukwonago,202511,535000,258,43,56,1
mukwonago,202512,538700,260,61,42,1
mukwonago,202601,599450,271,82,36,1
mukwonago,202602,507400,272,51,41,1
mukwonago,202603,494900,274,49,39,1
mukwonago,202604,501175,270,34,48,1
mukwonago,202605,509900,262,35,68,1
mukwonago,202606,514900,254,37,70,1
mequon,201607,459900,163,50,187,2
mequon,201608,456750,160,59,188,2
mequon,201609,472500,160,60,176,2
mequon,201610,479000,160,64,162,2
mequon,201611,499900,162,69,134,2
mequon,201612,499900,163,87,107,2
mequon,201701,499675,161,95,112,2
mequon,201702,499900,163,59,135,2
mequon,201703,517450,165,42,166,2
mequon,201704,499000,163,44,193,2
mequon,201705,495500,161,41,218,2
mequon,201706,539450,161,46,212,2
mequon,201707,539000,161,55,216,2
mequon,201708,539675,163,58,193,2
mequon,201709,525000,166,71,182,2
mequon,201710,524950,167,66,173,2
mequon,201711,512000,166,67,148,2
mequon,201712,522450,164,75,120,2
mequon,201801,552475,167,82,113,2
mequon,201802,544950,167,69,134,2
mequon,201803,529900,163,40,162,2
mequon,201804,529225,166,47,174,2
mequon,201805,525000,165,51,173,2
mequon,201806,532450,168,51,176,2
mequon,201807,486975,173,47,175,2
mequon,201808,470725,176,56,173,2
mequon,201809,469000,175,56,167,2
mequon,201810,467000,171,47,172,2
mequon,201811,456200,166,52,166,2
mequon,201812,462500,165,64,135,2
mequon,201901,503425,168,87,115,2
mequon,201902,552750,176,60,136,2
mequon,201903,560836,173,51,150,2
mequon,201904,569700,174,54,164,2
mequon,201905,552600,176,41,163,2
mequon,201906,519950,172,43,174,2
mequon,201907,535475,172,42,185,2
mequon,201908,535482,171,49,182,2
mequon,201909,529530,171,56,177,2
mequon,201910,523425,171,65,169,2
mequon,201911,499900,170,71,159,2
